Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Regular price,Sale price,Tax status,In stock?,Stock,Backorders allowed?,Sold individually?,Allow customer reviews?,Categories,Tags,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 5 default,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 6 default,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 7 default,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 8 default,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 9 default,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 10 default,Dilamco base model,Dilamco product family,Dilamco category path,,Door count,Dilamco width in,Dilamco width B in,Dilamco depth in,Dilamco height in,Dilamco ceiling height,Dilamco corner type,Dilamco color,Dilamco moulding,Dilamco variant label,Dilamco source page
variation,B-C90-36-36-BM1,Armoire de bas de coin Coin 90 degres - 36 x 36 x 24 x 34 1/2 po - Shaker 1 po - Bleu marin,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 36 x 36 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-36-36), dimensions 36 x 36 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-36-36,5,Type de module,Armoire de bas de coin,1,0,,Largeur,36,1,0,,Largeur B,36,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,1 po,1,0,,Couleur,Bleu marin,1,0,,B-C90-36-36,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,36,36,24,34 1/2,,Coin 90 degres,Bleu marin,1 po,Shaker 1 po - Bleu marin,Trousse Design p.13
variation,B-C90-36-36-BM3,Armoire de bas de coin Coin 90 degres - 36 x 36 x 24 x 34 1/2 po - Shaker 3 po - Bleu marin,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 36 x 36 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-36-36), dimensions 36 x 36 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-36-36,6,Type de module,Armoire de bas de coin,1,0,,Largeur,36,1,0,,Largeur B,36,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,3 po,1,0,,Couleur,Bleu marin,1,0,,B-C90-36-36,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,36,36,24,34 1/2,,Coin 90 degres,Bleu marin,3 po,Shaker 3 po - Bleu marin,Trousse Design p.13
variable,B-C90-39-39,Armoire de bas de coin Coin 90 degres - 39 x 39 x 24 x 34 1/2 po,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 39 x 39 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-39-39), dimensions 39 x 39 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,,0,Type de module,Armoire de bas de coin,1,0,,Largeur,39,1,0,,Largeur B,39,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,Shaker,Moulure,1 po | 3 po,1,0,1 po,Couleur,Blanc Pur | Chêne blanc | Bleu marin,1,0,Blanc Pur,B-C90-39-39,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,39,39,24,34 1/2,,Coin 90 degres,,,,Trousse Design p.13
variation,B-C90-39-39-BP1,Armoire de bas de coin Coin 90 degres - 39 x 39 x 24 x 34 1/2 po - Shaker 1 po - Blanc Pur,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 39 x 39 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-39-39), dimensions 39 x 39 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-39-39,1,Type de module,Armoire de bas de coin,1,0,,Largeur,39,1,0,,Largeur B,39,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,1 po,1,0,,Couleur,Blanc Pur,1,0,,B-C90-39-39,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,39,39,24,34 1/2,,Coin 90 degres,Blanc Pur,1 po,Shaker 1 po - Blanc Pur,Trousse Design p.13
variation,B-C90-39-39-BP3,Armoire de bas de coin Coin 90 degres - 39 x 39 x 24 x 34 1/2 po - Shaker 3 po - Blanc Pur,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 39 x 39 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-39-39), dimensions 39 x 39 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-39-39,2,Type de module,Armoire de bas de coin,1,0,,Largeur,39,1,0,,Largeur B,39,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,3 po,1,0,,Couleur,Blanc Pur,1,0,,B-C90-39-39,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,39,39,24,34 1/2,,Coin 90 degres,Blanc Pur,3 po,Shaker 3 po - Blanc Pur,Trousse Design p.13
variation,B-C90-39-39-CB1,Armoire de bas de coin Coin 90 degres - 39 x 39 x 24 x 34 1/2 po - Shaker 1 po - Chêne blanc,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 39 x 39 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-39-39), dimensions 39 x 39 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-39-39,3,Type de module,Armoire de bas de coin,1,0,,Largeur,39,1,0,,Largeur B,39,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,1 po,1,0,,Couleur,Chêne blanc,1,0,,B-C90-39-39,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,39,39,24,34 1/2,,Coin 90 degres,Chêne blanc,1 po,Shaker 1 po - Chêne blanc,Trousse Design p.13
variation,B-C90-39-39-CB3,Armoire de bas de coin Coin 90 degres - 39 x 39 x 24 x 34 1/2 po - Shaker 3 po - Chêne blanc,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 39 x 39 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-39-39), dimensions 39 x 39 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-39-39,4,Type de module,Armoire de bas de coin,1,0,,Largeur,39,1,0,,Largeur B,39,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,3 po,1,0,,Couleur,Chêne blanc,1,0,,B-C90-39-39,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,39,39,24,34 1/2,,Coin 90 degres,Chêne blanc,3 po,Shaker 3 po - Chêne blanc,Trousse Design p.13
variation,B-C90-39-39-BM1,Armoire de bas de coin Coin 90 degres - 39 x 39 x 24 x 34 1/2 po - Shaker 1 po - Bleu marin,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 39 x 39 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-39-39), dimensions 39 x 39 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-39-39,5,Type de module,Armoire de bas de coin,1,0,,Largeur,39,1,0,,Largeur B,39,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,1 po,1,0,,Couleur,Bleu marin,1,0,,B-C90-39-39,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,39,39,24,34 1/2,,Coin 90 degres,Bleu marin,1 po,Shaker 1 po - Bleu marin,Trousse Design p.13
variation,B-C90-39-39-BM3,Armoire de bas de coin Coin 90 degres - 39 x 39 x 24 x 34 1/2 po - Shaker 3 po - Bleu marin,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 39 x 39 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-39-39), dimensions 39 x 39 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-39-39,6,Type de module,Armoire de bas de coin,1,0,,Largeur,39,1,0,,Largeur B,39,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,3 po,1,0,,Couleur,Bleu marin,1,0,,B-C90-39-39,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,39,39,24,34 1/2,,Coin 90 degres,Bleu marin,3 po,Shaker 3 po - Bleu marin,Trousse Design p.13
variable,B-C90-42-42,Armoire de bas de coin Coin 90 degres - 42 x 42 x 24 x 34 1/2 po,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 42 x 42 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-42-42), dimensions 42 x 42 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,,0,Type de module,Armoire de bas de coin,1,0,,Largeur,42,1,0,,Largeur B,42,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,Shaker,Moulure,1 po | 3 po,1,0,1 po,Couleur,Blanc Pur | Chêne blanc | Bleu marin,1,0,Blanc Pur,B-C90-42-42,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,42,42,24,34 1/2,,Coin 90 degres,,,,Trousse Design p.13
variation,B-C90-42-42-BP1,Armoire de bas de coin Coin 90 degres - 42 x 42 x 24 x 34 1/2 po - Shaker 1 po - Blanc Pur,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 42 x 42 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-42-42), dimensions 42 x 42 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-42-42,1,Type de module,Armoire de bas de coin,1,0,,Largeur,42,1,0,,Largeur B,42,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,1 po,1,0,,Couleur,Blanc Pur,1,0,,B-C90-42-42,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,42,42,24,34 1/2,,Coin 90 degres,Blanc Pur,1 po,Shaker 1 po - Blanc Pur,Trousse Design p.13
variation,B-C90-42-42-BP3,Armoire de bas de coin Coin 90 degres - 42 x 42 x 24 x 34 1/2 po - Shaker 3 po - Blanc Pur,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 42 x 42 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-42-42), dimensions 42 x 42 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-42-42,2,Type de module,Armoire de bas de coin,1,0,,Largeur,42,1,0,,Largeur B,42,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,3 po,1,0,,Couleur,Blanc Pur,1,0,,B-C90-42-42,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,42,42,24,34 1/2,,Coin 90 degres,Blanc Pur,3 po,Shaker 3 po - Blanc Pur,Trousse Design p.13
variation,B-C90-42-42-CB1,Armoire de bas de coin Coin 90 degres - 42 x 42 x 24 x 34 1/2 po - Shaker 1 po - Chêne blanc,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 42 x 42 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-42-42), dimensions 42 x 42 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-42-42,3,Type de module,Armoire de bas de coin,1,0,,Largeur,42,1,0,,Largeur B,42,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,1 po,1,0,,Couleur,Chêne blanc,1,0,,B-C90-42-42,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,42,42,24,34 1/2,,Coin 90 degres,Chêne blanc,1 po,Shaker 1 po - Chêne blanc,Trousse Design p.13
variation,B-C90-42-42-CB3,Armoire de bas de coin Coin 90 degres - 42 x 42 x 24 x 34 1/2 po - Shaker 3 po - Chêne blanc,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 42 x 42 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-42-42), dimensions 42 x 42 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-42-42,4,Type de module,Armoire de bas de coin,1,0,,Largeur,42,1,0,,Largeur B,42,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,3 po,1,0,,Couleur,Chêne blanc,1,0,,B-C90-42-42,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,42,42,24,34 1/2,,Coin 90 degres,Chêne blanc,3 po,Shaker 3 po - Chêne blanc,Trousse Design p.13
variation,B-C90-42-42-BM1,Armoire de bas de coin Coin 90 degres - 42 x 42 x 24 x 34 1/2 po - Shaker 1 po - Bleu marin,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 42 x 42 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-42-42), dimensions 42 x 42 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-42-42,5,Type de module,Armoire de bas de coin,1,0,,Largeur,42,1,0,,Largeur B,42,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,1 po,1,0,,Couleur,Bleu marin,1,0,,B-C90-42-42,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,42,42,24,34 1/2,,Coin 90 degres,Bleu marin,1 po,Shaker 1 po - Bleu marin,Trousse Design p.13
variation,B-C90-42-42-BM3,Armoire de bas de coin Coin 90 degres - 42 x 42 x 24 x 34 1/2 po - Shaker 3 po - Bleu marin,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 42 x 42 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-42-42), dimensions 42 x 42 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-42-42,6,Type de module,Armoire de bas de coin,1,0,,Largeur,42,1,0,,Largeur B,42,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,3 po,1,0,,Couleur,Bleu marin,1,0,,B-C90-42-42,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,42,42,24,34 1/2,,Coin 90 degres,Bleu marin,3 po,Shaker 3 po - Bleu marin,Trousse Design p.13
variable,B-C90-45-45,Armoire de bas de coin Coin 90 degres - 45 x 45 x 24 x 34 1/2 po,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 45 x 45 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-45-45), dimensions 45 x 45 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,,0,Type de module,Armoire de bas de coin,1,0,,Largeur,45,1,0,,Largeur B,45,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,Shaker,Moulure,1 po | 3 po,1,0,1 po,Couleur,Blanc Pur | Chêne blanc | Bleu marin,1,0,Blanc Pur,B-C90-45-45,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,45,45,24,34 1/2,,Coin 90 degres,,,,Trousse Design p.13
variation,B-C90-45-45-BP1,Armoire de bas de coin Coin 90 degres - 45 x 45 x 24 x 34 1/2 po - Shaker 1 po - Blanc Pur,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 45 x 45 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-45-45), dimensions 45 x 45 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-45-45,1,Type de module,Armoire de bas de coin,1,0,,Largeur,45,1,0,,Largeur B,45,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,1 po,1,0,,Couleur,Blanc Pur,1,0,,B-C90-45-45,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,45,45,24,34 1/2,,Coin 90 degres,Blanc Pur,1 po,Shaker 1 po - Blanc Pur,Trousse Design p.13
variation,B-C90-45-45-BP3,Armoire de bas de coin Coin 90 degres - 45 x 45 x 24 x 34 1/2 po - Shaker 3 po - Blanc Pur,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 45 x 45 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-45-45), dimensions 45 x 45 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-45-45,2,Type de module,Armoire de bas de coin,1,0,,Largeur,45,1,0,,Largeur B,45,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,3 po,1,0,,Couleur,Blanc Pur,1,0,,B-C90-45-45,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,45,45,24,34 1/2,,Coin 90 degres,Blanc Pur,3 po,Shaker 3 po - Blanc Pur,Trousse Design p.13
variation,B-C90-45-45-CB1,Armoire de bas de coin Coin 90 degres - 45 x 45 x 24 x 34 1/2 po - Shaker 1 po - Chêne blanc,0,0,visible,"Armoire de bas de coin Dilamco, dimensions 45 x 45 x 24 x 34 1/2 po. Finition Shaker disponible selon les variantes.","Module Dilamco armoire de bas de coin (B-C90-45-45), dimensions 45 x 45 x 24 x 34 1/2 po. Cabinet en contreplaqué avec fini intérieur en placage de bouleau. Porte HDF avec moulure en bouleau. Fini extérieur assorti à la porte selon la finition choisie. Prix, disponibilité, panneaux de finition, fillers et installation à confirmer avant publication.",,,taxable,1,,0,0,0,Armoires de cuisine > Armoires de bas > Coin 90 degres,"Dilamco, armoires, Shaker, catalogue technique",,sku:B-C90-45-45,3,Type de module,Armoire de bas de coin,1,0,,Largeur,45,1,0,,Largeur B,45,1,0,,Profondeur,24,1,0,,Hauteur,34 1/2,1,0,,Hauteur de plafond,,0,0,,Type de coin,Coin 90 degres,1,0,,Style de porte,Shaker,1,0,,Moulure,1 po,1,0,,Couleur,Chêne blanc,1,0,,B-C90-45-45,Armoire de bas de coin,Armoires de cuisine > Armoires de bas > Coin 90 degres,,1,45,45,24,34 1/2,,Coin 90 degres,Chêne blanc,1 po,Shaker 1 po - Chêne blanc,Trousse Design p.13
